occurrenceID	measurementValue	measurementType	measurementUnit
EE0495_asv.6108	15.83	DNA concentration	ng/μl
EE0495_asv.6109	15.83	DNA concentration	ng/μl
EE0495_asv.6110	15.83	DNA concentration	ng/μl
EE0495_asv.6112	15.83	DNA concentration	ng/μl
EE0495_asv.6114	15.83	DNA concentration	ng/μl
EE0495_asv.6115	15.83	DNA concentration	ng/μl
EE0495_asv.6116	15.83	DNA concentration	ng/μl
EE0495_asv.6117	15.83	DNA concentration	ng/μl
EE0495_asv.6118	15.83	DNA concentration	ng/μl
EE0495_asv.6119	15.83	DNA concentration	ng/μl
EE0495_asv.6120	15.83	DNA concentration	ng/μl
EE0495_asv.6121	15.83	DNA concentration	ng/μl
EE0495_asv.6122	15.83	DNA concentration	ng/μl
EE0495_asv.6123	15.83	DNA concentration	ng/μl
EE0495_asv.6124	15.83	DNA concentration	ng/μl
EE0495_asv.6125	15.83	DNA concentration	ng/μl
EE0495_asv.6126	15.83	DNA concentration	ng/μl
EE0495_asv.6146	15.83	DNA concentration	ng/μl
EE0495_asv.6160	15.83	DNA concentration	ng/μl
EE0495_asv.6166	15.83	DNA concentration	ng/μl
EE0495_asv.6170	15.83	DNA concentration	ng/μl
EE0495_asv.6172	15.83	DNA concentration	ng/μl
EE0495_asv.6173	15.83	DNA concentration	ng/μl
EE0495_asv.6175	15.83	DNA concentration	ng/μl
EE0495_asv.6179	15.83	DNA concentration	ng/μl
EE0495_asv.6180	15.83	DNA concentration	ng/μl
EE0495_asv.6187	15.83	DNA concentration	ng/μl
EE0495_asv.6188	15.83	DNA concentration	ng/μl
EE0495_asv.6189	15.83	DNA concentration	ng/μl
EE0495_asv.6194	15.83	DNA concentration	ng/μl
EE0495_asv.6195	15.83	DNA concentration	ng/μl
EE0495_asv.6197	15.83	DNA concentration	ng/μl
EE0495_asv.6200	15.83	DNA concentration	ng/μl
EE0495_asv.6201	15.83	DNA concentration	ng/μl
EE0495_asv.6202	15.83	DNA concentration	ng/μl
EE0495_asv.6204	15.83	DNA concentration	ng/μl
EE0495_asv.6205	15.83	DNA concentration	ng/μl
EE0495_asv.6207	15.83	DNA concentration	ng/μl
EE0495_asv.6209	15.83	DNA concentration	ng/μl
EE0495_asv.6211	15.83	DNA concentration	ng/μl
EE0495_asv.6212	15.83	DNA concentration	ng/μl
EE0495_asv.6213	15.83	DNA concentration	ng/μl
EE0495_asv.6214	15.83	DNA concentration	ng/μl
EE0495_asv.6215	15.83	DNA concentration	ng/μl
EE0495_asv.6216	15.83	DNA concentration	ng/μl
EE0495_asv.6217	15.83	DNA concentration	ng/μl
EE0495_asv.6220	15.83	DNA concentration	ng/μl
EE0495_asv.6221	15.83	DNA concentration	ng/μl
EE0495_asv.6222	15.83	DNA concentration	ng/μl
EE0495_asv.6223	15.83	DNA concentration	ng/μl
EE0495_asv.6224	15.83	DNA concentration	ng/μl
EE0495_asv.6225	15.83	DNA concentration	ng/μl
EE0495_asv.6226	15.83	DNA concentration	ng/μl
EE0495_asv.6227	15.83	DNA concentration	ng/μl
EE0495_asv.6228	15.83	DNA concentration	ng/μl
EE0495_asv.6229	15.83	DNA concentration	ng/μl
EE0495_asv.6230	15.83	DNA concentration	ng/μl
EE0495_asv.6231	15.83	DNA concentration	ng/μl
EE0495_asv.6232	15.83	DNA concentration	ng/μl
EE0495_asv.6233	15.83	DNA concentration	ng/μl
EE0495_asv.6234	15.83	DNA concentration	ng/μl
EE0495_asv.6235	15.83	DNA concentration	ng/μl
EE0495_asv.6265	15.83	DNA concentration	ng/μl
EE0495_asv.6269	15.83	DNA concentration	ng/μl
EE0495_asv.6271	15.83	DNA concentration	ng/μl
EE0495_asv.6276	15.83	DNA concentration	ng/μl
EE0495_asv.6279	15.83	DNA concentration	ng/μl
EE0495_asv.6280	15.83	DNA concentration	ng/μl
EE0495_asv.6284	15.83	DNA concentration	ng/μl
EE0495_asv.6286	15.83	DNA concentration	ng/μl
EE0495_asv.6290	15.83	DNA concentration	ng/μl
EE0495_asv.6292	15.83	DNA concentration	ng/μl
EE0495_asv.6293	15.83	DNA concentration	ng/μl
EE0495_asv.6294	15.83	DNA concentration	ng/μl
EE0495_asv.6297	15.83	DNA concentration	ng/μl
EE0495_asv.6298	15.83	DNA concentration	ng/μl
EE0495_asv.6302	15.83	DNA concentration	ng/μl
EE0495_asv.6304	15.83	DNA concentration	ng/μl
EE0495_asv.6310	15.83	DNA concentration	ng/μl
EE0495_asv.6311	15.83	DNA concentration	ng/μl
EE0495_asv.6312	15.83	DNA concentration	ng/μl
EE0495_asv.6313	15.83	DNA concentration	ng/μl
EE0495_asv.6319	15.83	DNA concentration	ng/μl
EE0495_asv.6320	15.83	DNA concentration	ng/μl
EE0495_asv.6321	15.83	DNA concentration	ng/μl
EE0495_asv.6325	15.83	DNA concentration	ng/μl
EE0495_asv.6327	15.83	DNA concentration	ng/μl
EE0495_asv.6328	15.83	DNA concentration	ng/μl
EE0495_asv.6330	15.83	DNA concentration	ng/μl
EE0495_asv.6331	15.83	DNA concentration	ng/μl
EE0495_asv.6332	15.83	DNA concentration	ng/μl
EE0495_asv.6334	15.83	DNA concentration	ng/μl
EE0495_asv.6335	15.83	DNA concentration	ng/μl
EE0495_asv.6337	15.83	DNA concentration	ng/μl
EE0495_asv.6340	15.83	DNA concentration	ng/μl
EE0495_asv.6344	15.83	DNA concentration	ng/μl
EE0495_asv.6345	15.83	DNA concentration	ng/μl
EE0495_asv.6346	15.83	DNA concentration	ng/μl
EE0495_asv.6347	15.83	DNA concentration	ng/μl
EE0495_asv.6348	15.83	DNA concentration	ng/μl
EE0495_asv.6349	15.83	DNA concentration	ng/μl
EE0495_asv.6350	15.83	DNA concentration	ng/μl
EE0495_asv.6351	15.83	DNA concentration	ng/μl
EE0495_asv.6352	15.83	DNA concentration	ng/μl
EE0495_asv.6353	15.83	DNA concentration	ng/μl
EE0495_asv.6354	15.83	DNA concentration	ng/μl
EE0495_asv.6355	15.83	DNA concentration	ng/μl
EE0495_asv.6356	15.83	DNA concentration	ng/μl
EE0495_asv.6357	15.83	DNA concentration	ng/μl
EE0495_asv.6391	15.83	DNA concentration	ng/μl
EE0495_asv.6393	15.83	DNA concentration	ng/μl
EE0495_asv.6396	15.83	DNA concentration	ng/μl
EE0495_asv.6399	15.83	DNA concentration	ng/μl
EE0495_asv.6405	15.83	DNA concentration	ng/μl
EE0495_asv.6406	15.83	DNA concentration	ng/μl
EE0495_asv.6407	15.83	DNA concentration	ng/μl
EE0495_asv.6408	15.83	DNA concentration	ng/μl
EE0495_asv.6412	15.83	DNA concentration	ng/μl
EE0495_asv.6415	15.83	DNA concentration	ng/μl
EE0495_asv.6417	15.83	DNA concentration	ng/μl
EE0495_asv.6419	15.83	DNA concentration	ng/μl
EE0495_asv.6420	15.83	DNA concentration	ng/μl
EE0495_asv.6422	15.83	DNA concentration	ng/μl
EE0495_asv.6425	15.83	DNA concentration	ng/μl
EE0495_asv.6437	15.83	DNA concentration	ng/μl
EE0495_asv.6438	15.83	DNA concentration	ng/μl
EE0495_asv.6441	15.83	DNA concentration	ng/μl
EE0495_asv.6442	15.83	DNA concentration	ng/μl
EE0495_asv.6445	15.83	DNA concentration	ng/μl
EE0495_asv.6446	15.83	DNA concentration	ng/μl
EE0495_asv.6447	15.83	DNA concentration	ng/μl
EE0495_asv.6448	15.83	DNA concentration	ng/μl
EE0495_asv.6449	15.83	DNA concentration	ng/μl
EE0495_asv.6451	15.83	DNA concentration	ng/μl
EE0495_asv.6452	15.83	DNA concentration	ng/μl
EE0495_asv.6453	15.83	DNA concentration	ng/μl
EE0495_asv.6454	15.83	DNA concentration	ng/μl
EE0495_asv.6455	15.83	DNA concentration	ng/μl
EE0495_asv.6456	15.83	DNA concentration	ng/μl
EE0495_asv.6457	15.83	DNA concentration	ng/μl
EE0495_asv.6458	15.83	DNA concentration	ng/μl
EE0495_asv.6459	15.83	DNA concentration	ng/μl
EE0495_asv.6460	15.83	DNA concentration	ng/μl
EE0495_asv.6461	15.83	DNA concentration	ng/μl
EE0495_asv.6467	15.83	DNA concentration	ng/μl
EE0495_asv.6468	15.83	DNA concentration	ng/μl
EE0495_asv.6469	15.83	DNA concentration	ng/μl
EE0495_asv.6470	15.83	DNA concentration	ng/μl
EE0495_asv.6471	15.83	DNA concentration	ng/μl
EE0495_asv.6472	15.83	DNA concentration	ng/μl
EE0495_asv.6473	15.83	DNA concentration	ng/μl
EE0495_asv.6474	15.83	DNA concentration	ng/μl
EE0495_asv.6475	15.83	DNA concentration	ng/μl
EE0495_asv.6476	15.83	DNA concentration	ng/μl
EE0495_asv.6477	15.83	DNA concentration	ng/μl
EE0495_asv.6478	15.83	DNA concentration	ng/μl
EE0495_asv.6479	15.83	DNA concentration	ng/μl
EE0495_asv.6480	15.83	DNA concentration	ng/μl
EE0495_asv.6481	15.83	DNA concentration	ng/μl
EE0495_asv.6482	15.83	DNA concentration	ng/μl
EE0495_asv.6483	15.83	DNA concentration	ng/μl
EE0495_asv.6484	15.83	DNA concentration	ng/μl
EE0495_asv.6485	15.83	DNA concentration	ng/μl
EE0495_asv.6486	15.83	DNA concentration	ng/μl
EE0495_asv.6487	15.83	DNA concentration	ng/μl
EE0495_asv.6515	15.83	DNA concentration	ng/μl
EE0495_asv.6519	15.83	DNA concentration	ng/μl
EE0495_asv.6521	15.83	DNA concentration	ng/μl
EE0495_asv.6524	15.83	DNA concentration	ng/μl
EE0495_asv.6525	15.83	DNA concentration	ng/μl
EE0495_asv.6527	15.83	DNA concentration	ng/μl
EE0495_asv.6531	15.83	DNA concentration	ng/μl
EE0495_asv.6532	15.83	DNA concentration	ng/μl
EE0495_asv.6537	15.83	DNA concentration	ng/μl
EE0495_asv.6538	15.83	DNA concentration	ng/μl
EE0495_asv.6539	15.83	DNA concentration	ng/μl
EE0495_asv.6541	15.83	DNA concentration	ng/μl
EE0495_asv.6544	15.83	DNA concentration	ng/μl
EE0495_asv.6545	15.83	DNA concentration	ng/μl
EE0495_asv.6548	15.83	DNA concentration	ng/μl
EE0495_asv.6551	15.83	DNA concentration	ng/μl
EE0495_asv.6553	15.83	DNA concentration	ng/μl
EE0495_asv.6560	15.83	DNA concentration	ng/μl
EE0495_asv.6561	15.83	DNA concentration	ng/μl
EE0495_asv.6563	15.83	DNA concentration	ng/μl
EE0495_asv.6565	15.83	DNA concentration	ng/μl
EE0495_asv.6567	15.83	DNA concentration	ng/μl
EE0495_asv.6569	15.83	DNA concentration	ng/μl
EE0495_asv.6570	15.83	DNA concentration	ng/μl
EE0495_asv.6572	15.83	DNA concentration	ng/μl
EE0495_asv.6573	15.83	DNA concentration	ng/μl
EE0495_asv.6574	15.83	DNA concentration	ng/μl
EE0495_asv.6577	15.83	DNA concentration	ng/μl
EE0495_asv.6578	15.83	DNA concentration	ng/μl
EE0495_asv.6579	15.83	DNA concentration	ng/μl
EE0495_asv.6580	15.83	DNA concentration	ng/μl
EE0495_asv.6582	15.83	DNA concentration	ng/μl
EE0495_asv.6583	15.83	DNA concentration	ng/μl
EE0495_asv.6584	15.83	DNA concentration	ng/μl
EE0495_asv.6586	15.83	DNA concentration	ng/μl
EE0495_asv.6588	15.83	DNA concentration	ng/μl
EE0495_asv.6589	15.83	DNA concentration	ng/μl
EE0495_asv.6590	15.83	DNA concentration	ng/μl
EE0495_asv.6591	15.83	DNA concentration	ng/μl
EE0495_asv.6592	15.83	DNA concentration	ng/μl
EE0495_asv.6593	15.83	DNA concentration	ng/μl
EE0495_asv.6594	15.83	DNA concentration	ng/μl
EE0495_asv.6595	15.83	DNA concentration	ng/μl
EE0495_asv.6596	15.83	DNA concentration	ng/μl
EE0495_asv.6597	15.83	DNA concentration	ng/μl
EE0495_asv.6598	15.83	DNA concentration	ng/μl
EE0495_asv.6639	15.83	DNA concentration	ng/μl
EE0495_asv.6643	15.83	DNA concentration	ng/μl
EE0495_asv.6646	15.83	DNA concentration	ng/μl
EE0495_asv.6648	15.83	DNA concentration	ng/μl
EE0495_asv.6649	15.83	DNA concentration	ng/μl
EE0495_asv.6651	15.83	DNA concentration	ng/μl
EE0495_asv.6652	15.83	DNA concentration	ng/μl
EE0495_asv.6656	15.83	DNA concentration	ng/μl
EE0495_asv.6658	15.83	DNA concentration	ng/μl
EE0495_asv.6660	15.83	DNA concentration	ng/μl
EE0495_asv.6662	15.83	DNA concentration	ng/μl
EE0495_asv.6666	15.83	DNA concentration	ng/μl
EE0495_asv.6676	15.83	DNA concentration	ng/μl
EE0495_asv.6679	15.83	DNA concentration	ng/μl
EE0495_asv.6680	15.83	DNA concentration	ng/μl
EE0495_asv.6682	15.83	DNA concentration	ng/μl
EE0495_asv.6683	15.83	DNA concentration	ng/μl
EE0495_asv.6684	15.83	DNA concentration	ng/μl
EE0495_asv.6686	15.83	DNA concentration	ng/μl
EE0495_asv.6687	15.83	DNA concentration	ng/μl
EE0495_asv.6689	15.83	DNA concentration	ng/μl
EE0495_asv.6690	15.83	DNA concentration	ng/μl
EE0495_asv.6692	15.83	DNA concentration	ng/μl
EE0495_asv.6693	15.83	DNA concentration	ng/μl
EE0495_asv.6694	15.83	DNA concentration	ng/μl
EE0495_asv.6696	15.83	DNA concentration	ng/μl
EE0495_asv.6697	15.83	DNA concentration	ng/μl
EE0495_asv.6698	15.83	DNA concentration	ng/μl
EE0495_asv.6699	15.83	DNA concentration	ng/μl
EE0495_asv.6700	15.83	DNA concentration	ng/μl
EE0495_asv.6701	15.83	DNA concentration	ng/μl
EE0495_asv.6702	15.83	DNA concentration	ng/μl
EE0495_asv.6703	15.83	DNA concentration	ng/μl
EE0495_asv.6704	15.83	DNA concentration	ng/μl
EE0495_asv.6705	15.83	DNA concentration	ng/μl
EE0495_asv.6706	15.83	DNA concentration	ng/μl
EE0495_asv.6707	15.83	DNA concentration	ng/μl
EE0495_asv.6708	15.83	DNA concentration	ng/μl
EE0495_asv.6709	15.83	DNA concentration	ng/μl
EE0495_asv.6710	15.83	DNA concentration	ng/μl
EE0495_asv.6711	15.83	DNA concentration	ng/μl
EE0495_asv.6712	15.83	DNA concentration	ng/μl
EE0495_asv.6713	15.83	DNA concentration	ng/μl
EE0495_asv.6714	15.83	DNA concentration	ng/μl
EE0495_asv.6715	15.83	DNA concentration	ng/μl
EE0495_asv.6716	15.83	DNA concentration	ng/μl
EE0495_asv.6717	15.83	DNA concentration	ng/μl
EE0495_asv.6718	15.83	DNA concentration	ng/μl
EE0495_asv.6719	15.83	DNA concentration	ng/μl
EE0495_asv.6720	15.83	DNA concentration	ng/μl
EE0495_asv.6721	15.83	DNA concentration	ng/μl
EE0495_asv.6722	15.83	DNA concentration	ng/μl
EE0495_asv.6761	15.83	DNA concentration	ng/μl
EE0495_asv.6769	15.83	DNA concentration	ng/μl
EE0495_asv.6773	15.83	DNA concentration	ng/μl
EE0495_asv.6775	15.83	DNA concentration	ng/μl
EE0495_asv.6780	15.83	DNA concentration	ng/μl
EE0495_asv.6781	15.83	DNA concentration	ng/μl
EE0495_asv.6785	15.83	DNA concentration	ng/μl
EE0495_asv.6787	15.83	DNA concentration	ng/μl
EE0495_asv.6792	15.83	DNA concentration	ng/μl
EE0495_asv.6800	15.83	DNA concentration	ng/μl
EE0495_asv.6807	15.83	DNA concentration	ng/μl
EE0495_asv.6808	15.83	DNA concentration	ng/μl
EE0495_asv.6814	15.83	DNA concentration	ng/μl
EE0495_asv.6817	15.83	DNA concentration	ng/μl
EE0495_asv.6820	15.83	DNA concentration	ng/μl
EE0495_asv.6821	15.83	DNA concentration	ng/μl
EE0495_asv.6822	15.83	DNA concentration	ng/μl
EE0495_asv.6823	15.83	DNA concentration	ng/μl
EE0495_asv.6824	15.83	DNA concentration	ng/μl
EE0495_asv.6825	15.83	DNA concentration	ng/μl
EE0495_asv.6826	15.83	DNA concentration	ng/μl
EE0495_asv.6827	15.83	DNA concentration	ng/μl
EE0495_asv.6828	15.83	DNA concentration	ng/μl
EE0495_asv.6829	15.83	DNA concentration	ng/μl
EE0495_asv.6830	15.83	DNA concentration	ng/μl
EE0495_asv.6831	15.83	DNA concentration	ng/μl
EE0495_asv.6835	15.83	DNA concentration	ng/μl
EE0495_asv.6837	15.83	DNA concentration	ng/μl
EE0495_asv.6839	15.83	DNA concentration	ng/μl
EE0495_asv.6840	15.83	DNA concentration	ng/μl
EE0495_asv.6841	15.83	DNA concentration	ng/μl
EE0495_asv.6842	15.83	DNA concentration	ng/μl
EE0495_asv.6843	15.83	DNA concentration	ng/μl
EE0495_asv.6844	15.83	DNA concentration	ng/μl
EE0495_asv.6845	15.83	DNA concentration	ng/μl
EE0495_asv.6846	15.83	DNA concentration	ng/μl
EE0495_asv.6847	15.83	DNA concentration	ng/μl
EE0495_asv.6848	15.83	DNA concentration	ng/μl
EE0495_asv.6849	15.83	DNA concentration	ng/μl
EE0495_asv.6850	15.83	DNA concentration	ng/μl
EE0495_asv.6851	15.83	DNA concentration	ng/μl
EE0495_asv.6852	15.83	DNA concentration	ng/μl
EE0495_asv.6853	15.83	DNA concentration	ng/μl
EE0495_asv.6854	15.83	DNA concentration	ng/μl
EE0495_asv.6890	15.83	DNA concentration	ng/μl
EE0495_asv.6892	15.83	DNA concentration	ng/μl
EE0495_asv.6910	15.83	DNA concentration	ng/μl
EE0495_asv.6915	15.83	DNA concentration	ng/μl
EE0495_asv.6918	15.83	DNA concentration	ng/μl
EE0495_asv.6919	15.83	DNA concentration	ng/μl
EE0495_asv.6927	15.83	DNA concentration	ng/μl
EE0495_asv.6929	15.83	DNA concentration	ng/μl
EE0495_asv.6948	15.83	DNA concentration	ng/μl
EE0495_asv.6950	15.83	DNA concentration	ng/μl
EE0495_asv.6951	15.83	DNA concentration	ng/μl
EE0495_asv.6953	15.83	DNA concentration	ng/μl
EE0495_asv.6954	15.83	DNA concentration	ng/μl
EE0495_asv.6957	15.83	DNA concentration	ng/μl
EE0495_asv.6958	15.83	DNA concentration	ng/μl
EE0495_asv.6959	15.83	DNA concentration	ng/μl
EE0495_asv.6960	15.83	DNA concentration	ng/μl
EE0495_asv.6961	15.83	DNA concentration	ng/μl
EE0495_asv.6962	15.83	DNA concentration	ng/μl
EE0495_asv.6964	15.83	DNA concentration	ng/μl
EE0495_asv.6967	15.83	DNA concentration	ng/μl
EE0495_asv.6968	15.83	DNA concentration	ng/μl
EE0495_asv.6969	15.83	DNA concentration	ng/μl
EE0495_asv.6970	15.83	DNA concentration	ng/μl
EE0495_asv.6974	15.83	DNA concentration	ng/μl
EE0495_asv.6975	15.83	DNA concentration	ng/μl
EE0495_asv.6976	15.83	DNA concentration	ng/μl
EE0495_asv.6977	15.83	DNA concentration	ng/μl
EE0495_asv.6978	15.83	DNA concentration	ng/μl
EE0495_asv.6979	15.83	DNA concentration	ng/μl
EE0495_asv.6982	15.83	DNA concentration	ng/μl
EE0495_asv.6983	15.83	DNA concentration	ng/μl
EE0495_asv.6984	15.83	DNA concentration	ng/μl
EE0495_asv.6985	15.83	DNA concentration	ng/μl
EE0495_asv.6986	15.83	DNA concentration	ng/μl
EE0495_asv.6987	15.83	DNA concentration	ng/μl
EE0495_asv.6988	15.83	DNA concentration	ng/μl
EE0495_asv.6989	15.83	DNA concentration	ng/μl
EE0495_asv.6990	15.83	DNA concentration	ng/μl
EE0495_asv.6991	15.83	DNA concentration	ng/μl
EE0495_asv.6992	15.83	DNA concentration	ng/μl
EE0495_asv.6993	15.83	DNA concentration	ng/μl
EE0495_asv.6994	15.83	DNA concentration	ng/μl
EE0495_asv.6995	15.83	DNA concentration	ng/μl
EE0495_asv.6996	15.83	DNA concentration	ng/μl
EE0495_asv.6997	15.83	DNA concentration	ng/μl
EE0495_asv.6998	15.83	DNA concentration	ng/μl
EE0495_asv.6999	15.83	DNA concentration	ng/μl
EE0495_asv.7000	15.83	DNA concentration	ng/μl
EE0495_asv.7051	15.83	DNA concentration	ng/μl
EE0495_asv.7058	15.83	DNA concentration	ng/μl
EE0495_asv.7065	15.83	DNA concentration	ng/μl
EE0495_asv.7066	15.83	DNA concentration	ng/μl
EE0495_asv.7067	15.83	DNA concentration	ng/μl
EE0495_asv.7069	15.83	DNA concentration	ng/μl
EE0495_asv.7070	15.83	DNA concentration	ng/μl
EE0495_asv.7071	15.83	DNA concentration	ng/μl
EE0495_asv.7082	15.83	DNA concentration	ng/μl
EE0495_asv.7084	15.83	DNA concentration	ng/μl
EE0495_asv.7087	15.83	DNA concentration	ng/μl
EE0495_asv.7091	15.83	DNA concentration	ng/μl
EE0495_asv.7099	15.83	DNA concentration	ng/μl
EE0495_asv.7101	15.83	DNA concentration	ng/μl
EE0495_asv.7102	15.83	DNA concentration	ng/μl
EE0495_asv.7103	15.83	DNA concentration	ng/μl
EE0495_asv.7106	15.83	DNA concentration	ng/μl
EE0495_asv.7111	15.83	DNA concentration	ng/μl
EE0495_asv.7112	15.83	DNA concentration	ng/μl
EE0495_asv.7113	15.83	DNA concentration	ng/μl
EE0495_asv.7114	15.83	DNA concentration	ng/μl
EE0495_asv.7115	15.83	DNA concentration	ng/μl
EE0495_asv.7117	15.83	DNA concentration	ng/μl
EE0495_asv.7118	15.83	DNA concentration	ng/μl
EE0495_asv.7121	15.83	DNA concentration	ng/μl
EE0495_asv.7122	15.83	DNA concentration	ng/μl
EE0495_asv.7123	15.83	DNA concentration	ng/μl
EE0495_asv.7124	15.83	DNA concentration	ng/μl
EE0495_asv.7127	15.83	DNA concentration	ng/μl
EE0495_asv.7128	15.83	DNA concentration	ng/μl
EE0495_asv.7130	15.83	DNA concentration	ng/μl
EE0495_asv.7131	15.83	DNA concentration	ng/μl
EE0495_asv.7132	15.83	DNA concentration	ng/μl
EE0495_asv.7133	15.83	DNA concentration	ng/μl
EE0495_asv.7134	15.83	DNA concentration	ng/μl
EE0495_asv.7135	15.83	DNA concentration	ng/μl
EE0495_asv.7136	15.83	DNA concentration	ng/μl
EE0495_asv.7137	15.83	DNA concentration	ng/μl
EE0495_asv.7138	15.83	DNA concentration	ng/μl
EE0495_asv.7139	15.83	DNA concentration	ng/μl
EE0495_asv.7140	15.83	DNA concentration	ng/μl
EE0495_asv.7141	15.83	DNA concentration	ng/μl
EE0495_asv.7142	15.83	DNA concentration	ng/μl
EE0495_asv.7143	15.83	DNA concentration	ng/μl
EE0495_asv.7144	15.83	DNA concentration	ng/μl
EE0495_asv.7145	15.83	DNA concentration	ng/μl
EE0495_asv.7146	15.83	DNA concentration	ng/μl
EE0495_asv.7147	15.83	DNA concentration	ng/μl
EE0495_asv.7148	15.83	DNA concentration	ng/μl
EE0495_asv.7149	15.83	DNA concentration	ng/μl
EE0495_asv.7150	15.83	DNA concentration	ng/μl
EE0495_asv.7151	15.83	DNA concentration	ng/μl
EE0495_asv.7152	15.83	DNA concentration	ng/μl
EE0495_asv.7153	15.83	DNA concentration	ng/μl
EE0495_asv.7182	15.83	DNA concentration	ng/μl
EE0495_asv.7197	15.83	DNA concentration	ng/μl
EE0495_asv.7198	15.83	DNA concentration	ng/μl
EE0495_asv.7200	15.83	DNA concentration	ng/μl
EE0495_asv.7206	15.83	DNA concentration	ng/μl
EE0495_asv.7210	15.83	DNA concentration	ng/μl
EE0495_asv.7216	15.83	DNA concentration	ng/μl
EE0495_asv.7220	15.83	DNA concentration	ng/μl
EE0495_asv.7230	15.83	DNA concentration	ng/μl
EE0495_asv.7235	15.83	DNA concentration	ng/μl
EE0495_asv.7236	15.83	DNA concentration	ng/μl
EE0495_asv.7238	15.83	DNA concentration	ng/μl
EE0495_asv.7256	15.83	DNA concentration	ng/μl
EE0495_asv.7258	15.83	DNA concentration	ng/μl
EE0495_asv.7260	15.83	DNA concentration	ng/μl
EE0495_asv.7261	15.83	DNA concentration	ng/μl
EE0495_asv.7262	15.83	DNA concentration	ng/μl
EE0495_asv.7264	15.83	DNA concentration	ng/μl
EE0495_asv.7265	15.83	DNA concentration	ng/μl
EE0495_asv.7267	15.83	DNA concentration	ng/μl
EE0495_asv.7268	15.83	DNA concentration	ng/μl
EE0495_asv.7269	15.83	DNA concentration	ng/μl
EE0495_asv.7270	15.83	DNA concentration	ng/μl
EE0495_asv.7271	15.83	DNA concentration	ng/μl
EE0495_asv.7273	15.83	DNA concentration	ng/μl
EE0495_asv.7276	15.83	DNA concentration	ng/μl
EE0495_asv.7278	15.83	DNA concentration	ng/μl
EE0495_asv.7279	15.83	DNA concentration	ng/μl
EE0495_asv.7280	15.83	DNA concentration	ng/μl
EE0495_asv.7281	15.83	DNA concentration	ng/μl
EE0495_asv.7282	15.83	DNA concentration	ng/μl
EE0495_asv.7283	15.83	DNA concentration	ng/μl
EE0495_asv.7285	15.83	DNA concentration	ng/μl
EE0495_asv.7286	15.83	DNA concentration	ng/μl
EE0495_asv.7287	15.83	DNA concentration	ng/μl
EE0495_asv.7288	15.83	DNA concentration	ng/μl
EE0495_asv.7289	15.83	DNA concentration	ng/μl
EE0495_asv.7290	15.83	DNA concentration	ng/μl
EE0495_asv.7291	15.83	DNA concentration	ng/μl
EE0495_asv.7292	15.83	DNA concentration	ng/μl
EE0495_asv.7293	15.83	DNA concentration	ng/μl
EE0495_asv.7294	15.83	DNA concentration	ng/μl
EE0495_asv.7295	15.83	DNA concentration	ng/μl
EE0495_asv.7296	15.83	DNA concentration	ng/μl
EE0495_asv.7297	15.83	DNA concentration	ng/μl
EE0495_asv.7298	15.83	DNA concentration	ng/μl
EE0495_asv.7299	15.83	DNA concentration	ng/μl
EE0495_asv.7300	15.83	DNA concentration	ng/μl
EE0495_asv.7301	15.83	DNA concentration	ng/μl
EE0495_asv.7302	15.83	DNA concentration	ng/μl
EE0495_asv.7303	15.83	DNA concentration	ng/μl
EE0495_asv.7304	15.83	DNA concentration	ng/μl
EE0495_asv.7305	15.83	DNA concentration	ng/μl
EE0495_asv.7306	15.83	DNA concentration	ng/μl
EE0495_asv.7307	15.83	DNA concentration	ng/μl
EE0495_asv.7308	15.83	DNA concentration	ng/μl
EE0495_asv.7309	15.83	DNA concentration	ng/μl
EE0495_asv.7310	15.83	DNA concentration	ng/μl
EE0495_asv.7364	15.83	DNA concentration	ng/μl
EE0495_asv.7371	15.83	DNA concentration	ng/μl
EE0495_asv.7379	15.83	DNA concentration	ng/μl
EE0495_asv.7381	15.83	DNA concentration	ng/μl
EE0495_asv.7382	15.83	DNA concentration	ng/μl
EE0495_asv.7388	15.83	DNA concentration	ng/μl
EE0495_asv.7389	15.83	DNA concentration	ng/μl
EE0495_asv.7391	15.83	DNA concentration	ng/μl
EE0495_asv.7395	15.83	DNA concentration	ng/μl
EE0495_asv.7400	15.83	DNA concentration	ng/μl
EE0495_asv.7401	15.83	DNA concentration	ng/μl
EE0495_asv.7402	15.83	DNA concentration	ng/μl
EE0495_asv.7404	15.83	DNA concentration	ng/μl
EE0495_asv.7410	15.83	DNA concentration	ng/μl
EE0495_asv.7411	15.83	DNA concentration	ng/μl
EE0495_asv.7412	15.83	DNA concentration	ng/μl
EE0495_asv.7413	15.83	DNA concentration	ng/μl
EE0495_asv.7418	15.83	DNA concentration	ng/μl
EE0495_asv.7420	15.83	DNA concentration	ng/μl
EE0495_asv.7423	15.83	DNA concentration	ng/μl
EE0495_asv.7430	15.83	DNA concentration	ng/μl
EE0495_asv.7431	15.83	DNA concentration	ng/μl
EE0495_asv.7432	15.83	DNA concentration	ng/μl
EE0495_asv.7433	15.83	DNA concentration	ng/μl
EE0495_asv.7436	15.83	DNA concentration	ng/μl
EE0495_asv.7438	15.83	DNA concentration	ng/μl
EE0495_asv.7439	15.83	DNA concentration	ng/μl
EE0495_asv.7441	15.83	DNA concentration	ng/μl
EE0495_asv.7442	15.83	DNA concentration	ng/μl
EE0495_asv.7444	15.83	DNA concentration	ng/μl
EE0495_asv.7445	15.83	DNA concentration	ng/μl
