occurrenceID	measurementValue	measurementType	measurementUnit
EE0493_asv.16655	1	sequence reads	
EE0493_asv.16658	8	sequence reads	
EE0493_asv.16660	46	sequence reads	
EE0493_asv.16661	39	sequence reads	
EE0493_asv.16662	32	sequence reads	
EE0493_asv.16663	10	sequence reads	
EE0493_asv.16664	15	sequence reads	
EE0493_asv.16665	4	sequence reads	
EE0493_asv.16667	36	sequence reads	
EE0493_asv.16669	44	sequence reads	
EE0493_asv.16674	1	sequence reads	
EE0493_asv.16676	3	sequence reads	
EE0493_asv.16680	1	sequence reads	
EE0493_asv.16681	8	sequence reads	
EE0493_asv.16683	23	sequence reads	
EE0493_asv.16685	4	sequence reads	
EE0493_asv.16686	10	sequence reads	
EE0493_asv.16688	4	sequence reads	
EE0493_asv.16690	2	sequence reads	
EE0493_asv.16692	7	sequence reads	
EE0493_asv.16694	2	sequence reads	
EE0493_asv.16695	1	sequence reads	
EE0493_asv.16700	3	sequence reads	
EE0493_asv.16701	10	sequence reads	
EE0493_asv.16702	1	sequence reads	
EE0493_asv.16703	2	sequence reads	
EE0493_asv.16708	26	sequence reads	
EE0493_asv.16709	1	sequence reads	
EE0493_asv.16710	3	sequence reads	
EE0493_asv.16714	8	sequence reads	
EE0493_asv.16715	26	sequence reads	
EE0493_asv.16720	1	sequence reads	
EE0493_asv.16721	3	sequence reads	
EE0493_asv.16725	1	sequence reads	
EE0493_asv.16726	2	sequence reads	
EE0493_asv.16729	4	sequence reads	
EE0493_asv.16731	3	sequence reads	
EE0493_asv.16735	1	sequence reads	
EE0493_asv.16736	1	sequence reads	
EE0493_asv.16737	1	sequence reads	
EE0493_asv.16742	13	sequence reads	
EE0493_asv.16756	1	sequence reads	
EE0493_asv.16759	3	sequence reads	
EE0493_asv.16760	2	sequence reads	
EE0493_asv.16761	14	sequence reads	
EE0493_asv.16764	3	sequence reads	
EE0493_asv.16769	5	sequence reads	
EE0493_asv.16770	1	sequence reads	
EE0493_asv.16776	2	sequence reads	
EE0493_asv.16783	9	sequence reads	
EE0493_asv.16787	3	sequence reads	
EE0493_asv.16796	1	sequence reads	
EE0493_asv.16808	2	sequence reads	
EE0493_asv.16810	2	sequence reads	
EE0493_asv.16813	9	sequence reads	
EE0493_asv.16822	9	sequence reads	
EE0493_asv.16823	4	sequence reads	
EE0493_asv.16824	2	sequence reads	
EE0493_asv.16833	8	sequence reads	
EE0493_asv.16847	1	sequence reads	
EE0493_asv.16849	1	sequence reads	
EE0493_asv.16850	4	sequence reads	
EE0493_asv.16851	1	sequence reads	
EE0493_asv.16852	1	sequence reads	
EE0493_asv.16853	7	sequence reads	
EE0493_asv.16865	6	sequence reads	
EE0493_asv.16874	1	sequence reads	
EE0493_asv.16877	3	sequence reads	
EE0493_asv.16894	1	sequence reads	
EE0493_asv.16907	2	sequence reads	
EE0493_asv.16911	2	sequence reads	
EE0493_asv.16912	3	sequence reads	
EE0493_asv.16913	1	sequence reads	
EE0493_asv.16914	1	sequence reads	
EE0493_asv.16915	3	sequence reads	
EE0493_asv.16950	2	sequence reads	
EE0493_asv.16951	2	sequence reads	
EE0493_asv.16952	2	sequence reads	
EE0493_asv.16953	2	sequence reads	
EE0493_asv.16954	2	sequence reads	
EE0493_asv.16955	2	sequence reads	
EE0493_asv.16956	2	sequence reads	
EE0493_asv.16957	2	sequence reads	
EE0493_asv.16958	1	sequence reads	
EE0493_asv.16959	2	sequence reads	
EE0495_asv.2	2447	sequence reads	
EE0495_asv.5	1857	sequence reads	
EE0495_asv.6	10	sequence reads	
EE0495_asv.7	150	sequence reads	
EE0495_asv.9	25	sequence reads	
EE0495_asv.10	21	sequence reads	
EE0495_asv.11	3255	sequence reads	
EE0495_asv.12	33063	sequence reads	
EE0495_asv.14	1403	sequence reads	
EE0495_asv.16	3997	sequence reads	
EE0495_asv.17	7472	sequence reads	
EE0495_asv.19	1914	sequence reads	
EE0495_asv.20	1865	sequence reads	
EE0495_asv.21	2921	sequence reads	
EE0495_asv.22	2	sequence reads	
EE0495_asv.25	2995	sequence reads	
EE0495_asv.26	868	sequence reads	
EE0495_asv.27	1	sequence reads	
EE0495_asv.28	21	sequence reads	
EE0495_asv.29	2232	sequence reads	
EE0495_asv.31	162	sequence reads	
EE0495_asv.33	6785	sequence reads	
EE0495_asv.37	2941	sequence reads	
EE0495_asv.38	829	sequence reads	
EE0495_asv.39	36	sequence reads	
EE0495_asv.40	3	sequence reads	
EE0495_asv.41	1	sequence reads	
EE0495_asv.42	31509	sequence reads	
EE0495_asv.43	643	sequence reads	
EE0495_asv.45	197	sequence reads	
EE0495_asv.47	816	sequence reads	
EE0495_asv.50	4	sequence reads	
EE0495_asv.51	517	sequence reads	
EE0495_asv.52	616	sequence reads	
EE0495_asv.53	492	sequence reads	
EE0495_asv.55	1409	sequence reads	
EE0495_asv.56	520	sequence reads	
EE0495_asv.57	18	sequence reads	
EE0495_asv.59	803	sequence reads	
EE0495_asv.61	488	sequence reads	
EE0495_asv.63	660	sequence reads	
EE0495_asv.65	614	sequence reads	
EE0495_asv.66	308	sequence reads	
EE0495_asv.70	546	sequence reads	
EE0495_asv.71	8	sequence reads	
EE0495_asv.72	3672	sequence reads	
EE0495_asv.73	17995	sequence reads	
EE0495_asv.75	18	sequence reads	
EE0495_asv.76	509	sequence reads	
EE0495_asv.77	120	sequence reads	
EE0495_asv.78	669	sequence reads	
EE0495_asv.79	691	sequence reads	
EE0495_asv.80	124	sequence reads	
EE0495_asv.81	115	sequence reads	
EE0495_asv.88	790	sequence reads	
EE0495_asv.89	253	sequence reads	
EE0495_asv.91	323	sequence reads	
EE0495_asv.92	695	sequence reads	
EE0495_asv.93	2	sequence reads	
EE0495_asv.94	715	sequence reads	
EE0495_asv.97	108	sequence reads	
EE0495_asv.100	297	sequence reads	
EE0495_asv.102	123	sequence reads	
EE0495_asv.103	2	sequence reads	
EE0495_asv.104	26	sequence reads	
EE0495_asv.105	12390	sequence reads	
EE0495_asv.106	715	sequence reads	
EE0495_asv.109	20	sequence reads	
EE0495_asv.110	17	sequence reads	
EE0495_asv.111	108	sequence reads	
EE0495_asv.114	408	sequence reads	
EE0495_asv.116	128	sequence reads	
EE0495_asv.117	249	sequence reads	
EE0495_asv.118	310	sequence reads	
EE0495_asv.120	145	sequence reads	
EE0495_asv.121	11	sequence reads	
EE0495_asv.122	44	sequence reads	
EE0495_asv.123	383	sequence reads	
EE0495_asv.124	779	sequence reads	
EE0495_asv.125	7005	sequence reads	
EE0495_asv.126	993	sequence reads	
EE0495_asv.127	41	sequence reads	
EE0495_asv.129	16	sequence reads	
EE0495_asv.130	211	sequence reads	
EE0495_asv.131	472	sequence reads	
EE0495_asv.132	303	sequence reads	
EE0495_asv.134	389	sequence reads	
EE0495_asv.138	7	sequence reads	
EE0495_asv.139	6532	sequence reads	
EE0495_asv.140	249	sequence reads	
EE0495_asv.142	5	sequence reads	
EE0495_asv.143	7	sequence reads	
EE0495_asv.145	58	sequence reads	
EE0495_asv.148	510	sequence reads	
EE0495_asv.149	46	sequence reads	
EE0495_asv.150	395	sequence reads	
EE0495_asv.151	727	sequence reads	
EE0495_asv.153	2947	sequence reads	
EE0495_asv.154	177	sequence reads	
EE0495_asv.155	90	sequence reads	
EE0495_asv.159	292	sequence reads	
EE0495_asv.161	157	sequence reads	
EE0495_asv.162	458	sequence reads	
EE0495_asv.164	767	sequence reads	
EE0495_asv.165	37	sequence reads	
EE0495_asv.166	8	sequence reads	
EE0495_asv.167	33	sequence reads	
EE0495_asv.169	56	sequence reads	
EE0495_asv.171	267	sequence reads	
EE0495_asv.173	307	sequence reads	
EE0495_asv.175	34	sequence reads	
EE0495_asv.176	134	sequence reads	
EE0495_asv.177	247	sequence reads	
EE0495_asv.178	1	sequence reads	
EE0495_asv.179	156	sequence reads	
EE0495_asv.183	146	sequence reads	
EE0495_asv.184	63	sequence reads	
EE0495_asv.185	446	sequence reads	
EE0495_asv.187	128	sequence reads	
EE0495_asv.188	76	sequence reads	
EE0495_asv.191	295	sequence reads	
EE0495_asv.192	185	sequence reads	
EE0495_asv.194	107	sequence reads	
EE0495_asv.196	54	sequence reads	
EE0495_asv.199	102	sequence reads	
EE0495_asv.201	86	sequence reads	
EE0495_asv.203	453	sequence reads	
EE0495_asv.206	79	sequence reads	
EE0495_asv.207	3	sequence reads	
EE0495_asv.209	73	sequence reads	
EE0495_asv.210	3523	sequence reads	
EE0495_asv.211	3	sequence reads	
EE0495_asv.212	46	sequence reads	
EE0495_asv.214	1929	sequence reads	
EE0495_asv.215	2276	sequence reads	
EE0495_asv.216	148	sequence reads	
EE0495_asv.217	2	sequence reads	
EE0495_asv.218	32	sequence reads	
EE0495_asv.219	1	sequence reads	
EE0495_asv.220	184	sequence reads	
EE0495_asv.222	68	sequence reads	
EE0495_asv.223	34	sequence reads	
EE0495_asv.224	144	sequence reads	
EE0495_asv.225	88	sequence reads	
EE0495_asv.226	45	sequence reads	
EE0495_asv.227	4	sequence reads	
EE0495_asv.228	1	sequence reads	
EE0495_asv.229	1264	sequence reads	
EE0495_asv.230	209	sequence reads	
EE0495_asv.232	136	sequence reads	
EE0495_asv.234	10	sequence reads	
EE0495_asv.235	111	sequence reads	
EE0495_asv.236	9	sequence reads	
EE0495_asv.238	243	sequence reads	
EE0495_asv.245	93	sequence reads	
EE0495_asv.247	245	sequence reads	
EE0495_asv.248	27	sequence reads	
EE0495_asv.249	81	sequence reads	
EE0495_asv.251	3215	sequence reads	
EE0495_asv.252	2388	sequence reads	
EE0495_asv.253	201	sequence reads	
EE0495_asv.255	18	sequence reads	
EE0495_asv.256	837	sequence reads	
EE0495_asv.257	175	sequence reads	
EE0495_asv.259	55	sequence reads	
EE0495_asv.261	75	sequence reads	
EE0495_asv.262	44	sequence reads	
EE0495_asv.263	10	sequence reads	
EE0495_asv.264	4225	sequence reads	
EE0495_asv.266	569	sequence reads	
EE0495_asv.268	22	sequence reads	
EE0495_asv.271	1757	sequence reads	
EE0495_asv.273	90	sequence reads	
EE0495_asv.274	67	sequence reads	
EE0495_asv.275	176	sequence reads	
EE0495_asv.277	4	sequence reads	
EE0495_asv.280	513	sequence reads	
EE0495_asv.281	1917	sequence reads	
EE0495_asv.282	157	sequence reads	
EE0495_asv.283	30	sequence reads	
EE0495_asv.284	12	sequence reads	
EE0495_asv.285	56	sequence reads	
EE0495_asv.286	3689	sequence reads	
EE0495_asv.287	146	sequence reads	
EE0495_asv.288	112	sequence reads	
EE0495_asv.290	97	sequence reads	
EE0495_asv.291	3646	sequence reads	
EE0495_asv.292	519	sequence reads	
EE0495_asv.293	127	sequence reads	
EE0495_asv.294	27	sequence reads	
EE0495_asv.295	4	sequence reads	
EE0495_asv.297	101	sequence reads	
EE0495_asv.298	166	sequence reads	
EE0495_asv.300	806	sequence reads	
EE0495_asv.302	11	sequence reads	
EE0495_asv.303	59	sequence reads	
EE0495_asv.304	661	sequence reads	
EE0495_asv.305	188	sequence reads	
EE0495_asv.306	76	sequence reads	
EE0495_asv.308	74	sequence reads	
EE0495_asv.309	8	sequence reads	
EE0495_asv.310	344	sequence reads	
EE0495_asv.312	89	sequence reads	
EE0495_asv.313	58	sequence reads	
EE0495_asv.314	11	sequence reads	
EE0495_asv.315	2547	sequence reads	
EE0495_asv.320	13	sequence reads	
EE0495_asv.322	143	sequence reads	
EE0495_asv.324	270	sequence reads	
EE0495_asv.326	38	sequence reads	
EE0495_asv.327	125	sequence reads	
EE0495_asv.329	4	sequence reads	
EE0495_asv.331	93	sequence reads	
EE0495_asv.332	95	sequence reads	
EE0495_asv.334	2223	sequence reads	
EE0495_asv.335	335	sequence reads	
EE0495_asv.336	88	sequence reads	
EE0495_asv.337	11	sequence reads	
EE0495_asv.339	95	sequence reads	
EE0495_asv.343	64	sequence reads	
EE0495_asv.344	280	sequence reads	
EE0495_asv.345	20	sequence reads	
EE0495_asv.351	186	sequence reads	
EE0495_asv.352	80	sequence reads	
EE0495_asv.353	151	sequence reads	
EE0495_asv.355	116	sequence reads	
EE0495_asv.356	25	sequence reads	
EE0495_asv.357	136	sequence reads	
EE0495_asv.358	98	sequence reads	
EE0495_asv.359	170	sequence reads	
EE0495_asv.360	58	sequence reads	
EE0495_asv.361	65	sequence reads	
EE0495_asv.363	190	sequence reads	
EE0495_asv.364	21	sequence reads	
EE0495_asv.365	59	sequence reads	
EE0495_asv.366	4	sequence reads	
EE0495_asv.367	56	sequence reads	
EE0495_asv.368	769	sequence reads	
EE0495_asv.369	10	sequence reads	
EE0495_asv.370	40	sequence reads	
EE0495_asv.372	68	sequence reads	
EE0495_asv.373	4	sequence reads	
EE0495_asv.374	2	sequence reads	
EE0495_asv.375	26	sequence reads	
EE0495_asv.377	49	sequence reads	
EE0495_asv.378	8	sequence reads	
EE0495_asv.380	5	sequence reads	
EE0495_asv.381	110	sequence reads	
EE0495_asv.382	97	sequence reads	
EE0495_asv.383	15	sequence reads	
EE0495_asv.384	1473	sequence reads	
EE0495_asv.387	12	sequence reads	
EE0495_asv.388	201	sequence reads	
EE0495_asv.389	108	sequence reads	
EE0495_asv.390	17	sequence reads	
EE0495_asv.391	2549	sequence reads	
EE0495_asv.393	190	sequence reads	
EE0495_asv.394	357	sequence reads	
EE0495_asv.395	18	sequence reads	
EE0495_asv.396	75	sequence reads	
EE0495_asv.397	1534	sequence reads	
EE0495_asv.398	33	sequence reads	
EE0495_asv.401	52	sequence reads	
EE0495_asv.403	1120	sequence reads	
EE0495_asv.405	2239	sequence reads	
EE0495_asv.406	28	sequence reads	
EE0495_asv.407	26	sequence reads	
EE0495_asv.409	6	sequence reads	
EE0495_asv.411	61	sequence reads	
EE0495_asv.412	6	sequence reads	
EE0495_asv.413	44	sequence reads	
EE0495_asv.414	622	sequence reads	
EE0495_asv.416	81	sequence reads	
EE0495_asv.419	3	sequence reads	
EE0495_asv.421	10	sequence reads	
EE0495_asv.422	127	sequence reads	
EE0495_asv.423	429	sequence reads	
EE0495_asv.426	5	sequence reads	
EE0495_asv.427	1	sequence reads	
EE0495_asv.429	41	sequence reads	
EE0495_asv.430	683	sequence reads	
EE0495_asv.431	1388	sequence reads	
EE0495_asv.433	8	sequence reads	
EE0495_asv.434	14	sequence reads	
EE0495_asv.436	694	sequence reads	
EE0495_asv.437	7	sequence reads	
EE0495_asv.438	148	sequence reads	
EE0495_asv.440	46	sequence reads	
EE0495_asv.441	8	sequence reads	
EE0495_asv.442	50	sequence reads	
EE0495_asv.443	689	sequence reads	
EE0495_asv.445	28	sequence reads	
EE0495_asv.448	197	sequence reads	
EE0495_asv.449	139	sequence reads	
EE0495_asv.450	1	sequence reads	
EE0495_asv.452	12	sequence reads	
EE0495_asv.453	1013	sequence reads	
EE0495_asv.454	89	sequence reads	
EE0495_asv.455	1	sequence reads	
EE0495_asv.456	47	sequence reads	
EE0495_asv.458	85	sequence reads	
EE0495_asv.459	24	sequence reads	
EE0495_asv.460	42	sequence reads	
EE0495_asv.461	8	sequence reads	
EE0495_asv.462	52	sequence reads	
EE0495_asv.463	111	sequence reads	
EE0495_asv.464	11	sequence reads	
EE0495_asv.465	10	sequence reads	
EE0495_asv.467	37	sequence reads	
EE0495_asv.468	36	sequence reads	
EE0495_asv.469	514	sequence reads	
EE0495_asv.470	198	sequence reads	
EE0495_asv.472	39	sequence reads	
EE0495_asv.473	1447	sequence reads	
EE0495_asv.474	31	sequence reads	
EE0495_asv.478	80	sequence reads	
EE0495_asv.479	8	sequence reads	
EE0495_asv.482	19	sequence reads	
EE0495_asv.483	170	sequence reads	
EE0495_asv.484	90	sequence reads	
EE0495_asv.485	21	sequence reads	
EE0495_asv.487	4	sequence reads	
EE0495_asv.490	49	sequence reads	
EE0495_asv.491	62	sequence reads	
EE0495_asv.492	6	sequence reads	
EE0495_asv.493	16	sequence reads	
EE0495_asv.494	114	sequence reads	
EE0495_asv.495	77	sequence reads	
EE0495_asv.496	4	sequence reads	
EE0495_asv.497	62	sequence reads	
EE0495_asv.499	9	sequence reads	
EE0495_asv.500	19	sequence reads	
EE0495_asv.501	82	sequence reads	
EE0495_asv.502	9	sequence reads	
EE0495_asv.503	863	sequence reads	
EE0495_asv.504	32	sequence reads	
EE0495_asv.505	85	sequence reads	
EE0495_asv.507	41	sequence reads	
EE0495_asv.508	56	sequence reads	
EE0495_asv.510	104	sequence reads	
EE0495_asv.511	79	sequence reads	
EE0495_asv.512	21	sequence reads	
EE0495_asv.513	3	sequence reads	
EE0495_asv.514	104	sequence reads	
EE0495_asv.515	1214	sequence reads	
EE0495_asv.516	4	sequence reads	
EE0495_asv.517	34	sequence reads	
EE0495_asv.518	1580	sequence reads	
EE0495_asv.519	18	sequence reads	
EE0495_asv.520	12	sequence reads	
EE0495_asv.523	845	sequence reads	
EE0495_asv.524	103	sequence reads	
EE0495_asv.528	4	sequence reads	
EE0495_asv.529	29	sequence reads	
EE0495_asv.532	1479	sequence reads	
EE0495_asv.533	95	sequence reads	
EE0495_asv.534	30	sequence reads	
EE0495_asv.535	4	sequence reads	
EE0495_asv.537	1	sequence reads	
EE0495_asv.538	16	sequence reads	
EE0495_asv.539	63	sequence reads	
EE0495_asv.541	22	sequence reads	
EE0495_asv.542	57	sequence reads	
EE0495_asv.543	1441	sequence reads	
EE0495_asv.544	69	sequence reads	
EE0495_asv.545	144	sequence reads	
EE0495_asv.546	38	sequence reads	
EE0495_asv.547	6	sequence reads	
EE0495_asv.548	36	sequence reads	
EE0495_asv.549	9	sequence reads	
EE0495_asv.550	17	sequence reads	
EE0495_asv.552	21	sequence reads	
EE0495_asv.553	982	sequence reads	
EE0495_asv.554	599	sequence reads	
EE0495_asv.556	15	sequence reads	
EE0495_asv.558	24	sequence reads	
EE0495_asv.559	136	sequence reads	
EE0495_asv.560	95	sequence reads	
EE0495_asv.561	54	sequence reads	
EE0495_asv.562	1	sequence reads	
EE0495_asv.564	20	sequence reads	
EE0495_asv.565	50	sequence reads	
EE0495_asv.566	416	sequence reads	
EE0495_asv.568	102	sequence reads	
EE0495_asv.570	801	sequence reads	
EE0495_asv.571	44	sequence reads	
EE0495_asv.572	15	sequence reads	
EE0495_asv.573	150	sequence reads	
EE0495_asv.574	8	sequence reads	
EE0495_asv.575	29	sequence reads	
EE0495_asv.576	79	sequence reads	
EE0495_asv.577	355	sequence reads	
EE0495_asv.578	357	sequence reads	
EE0495_asv.579	18	sequence reads	
EE0495_asv.580	6	sequence reads	
EE0495_asv.581	49	sequence reads	
EE0495_asv.582	9	sequence reads	
EE0495_asv.583	4	sequence reads	
EE0495_asv.585	40	sequence reads	
EE0495_asv.586	39	sequence reads	
EE0495_asv.587	35	sequence reads	
EE0495_asv.588	43	sequence reads	
EE0495_asv.589	22	sequence reads	
EE0495_asv.591	91	sequence reads	
EE0495_asv.593	394	sequence reads	
EE0495_asv.597	318	sequence reads	
EE0495_asv.598	24	sequence reads	
EE0495_asv.599	9	sequence reads	
EE0495_asv.600	110	sequence reads	
EE0495_asv.601	73	sequence reads	
EE0495_asv.602	48	sequence reads	
EE0495_asv.603	296	sequence reads	
EE0495_asv.604	115	sequence reads	
EE0495_asv.606	1	sequence reads	
EE0495_asv.610	4	sequence reads	
EE0495_asv.612	269	sequence reads	
EE0495_asv.613	125	sequence reads	
EE0495_asv.614	38	sequence reads	
EE0495_asv.615	4	sequence reads	
EE0495_asv.616	10	sequence reads	
EE0495_asv.617	521	sequence reads	
EE0495_asv.619	328	sequence reads	
EE0495_asv.621	13	sequence reads	
EE0495_asv.625	54	sequence reads	
EE0495_asv.626	13	sequence reads	
EE0495_asv.629	13	sequence reads	
EE0495_asv.630	199	sequence reads	
EE0495_asv.632	1	sequence reads	
EE0495_asv.634	8	sequence reads	
EE0495_asv.636	10	sequence reads	
EE0495_asv.637	66	sequence reads	
EE0495_asv.638	59	sequence reads	
EE0495_asv.639	43	sequence reads	
EE0495_asv.640	150	sequence reads	
EE0495_asv.641	5	sequence reads	
EE0495_asv.642	26	sequence reads	
EE0495_asv.646	706	sequence reads	
EE0495_asv.647	3	sequence reads	
EE0495_asv.648	229	sequence reads	
EE0495_asv.649	45	sequence reads	
EE0495_asv.651	3	sequence reads	
EE0495_asv.654	8	sequence reads	
EE0495_asv.657	390	sequence reads	
EE0495_asv.658	25	sequence reads	
EE0495_asv.659	13	sequence reads	
EE0495_asv.661	64	sequence reads	
EE0495_asv.662	13	sequence reads	
EE0495_asv.664	14	sequence reads	
EE0495_asv.665	50	sequence reads	
EE0495_asv.666	2	sequence reads	
EE0495_asv.667	487	sequence reads	
EE0495_asv.668	1090	sequence reads	
EE0495_asv.669	1	sequence reads	
EE0495_asv.671	5	sequence reads	
EE0495_asv.672	41	sequence reads	
EE0495_asv.673	2	sequence reads	
EE0495_asv.674	5	sequence reads	
EE0495_asv.675	25	sequence reads	
EE0495_asv.676	6	sequence reads	
EE0495_asv.678	31	sequence reads	
EE0495_asv.679	69	sequence reads	
EE0495_asv.680	14	sequence reads	
EE0495_asv.681	1	sequence reads	
EE0495_asv.682	39	sequence reads	
EE0495_asv.684	44	sequence reads	
EE0495_asv.685	6	sequence reads	
EE0495_asv.687	90	sequence reads	
EE0495_asv.689	7	sequence reads	
EE0495_asv.691	73	sequence reads	
EE0495_asv.693	28	sequence reads	
EE0495_asv.694	1	sequence reads	
EE0495_asv.697	30	sequence reads	
EE0495_asv.698	515	sequence reads	
EE0495_asv.700	64	sequence reads	
EE0495_asv.701	1012	sequence reads	
EE0495_asv.702	16	sequence reads	
EE0495_asv.703	39	sequence reads	
EE0495_asv.705	36	sequence reads	
EE0495_asv.707	64	sequence reads	
EE0495_asv.708	603	sequence reads	
EE0495_asv.710	1	sequence reads	
EE0495_asv.713	1003	sequence reads	
EE0495_asv.717	11	sequence reads	
EE0495_asv.718	2	sequence reads	
EE0495_asv.720	1	sequence reads	
EE0495_asv.721	650	sequence reads	
EE0495_asv.722	49	sequence reads	
EE0495_asv.723	686	sequence reads	
EE0495_asv.724	31	sequence reads	
EE0495_asv.725	95	sequence reads	
EE0495_asv.726	104	sequence reads	
EE0495_asv.727	257	sequence reads	
EE0495_asv.728	952	sequence reads	
EE0495_asv.731	47	sequence reads	
EE0495_asv.732	690	sequence reads	
EE0495_asv.733	17	sequence reads	
EE0495_asv.734	22	sequence reads	
EE0495_asv.735	656	sequence reads	
EE0495_asv.738	555	sequence reads	
EE0495_asv.739	22	sequence reads	
EE0495_asv.742	42	sequence reads	
EE0495_asv.743	11	sequence reads	
EE0495_asv.744	9	sequence reads	
EE0495_asv.745	1	sequence reads	
EE0495_asv.747	78	sequence reads	
EE0495_asv.748	873	sequence reads	
EE0495_asv.749	46	sequence reads	
EE0495_asv.750	3	sequence reads	
EE0495_asv.751	3	sequence reads	
EE0495_asv.755	31	sequence reads	
EE0495_asv.757	125	sequence reads	
EE0495_asv.758	5	sequence reads	
EE0495_asv.759	3	sequence reads	
EE0495_asv.760	82	sequence reads	
EE0495_asv.762	20	sequence reads	
EE0495_asv.764	10	sequence reads	
EE0495_asv.767	60	sequence reads	
EE0495_asv.768	18	sequence reads	
EE0495_asv.769	45	sequence reads	
EE0495_asv.770	9	sequence reads	
EE0495_asv.773	140	sequence reads	
EE0495_asv.775	1	sequence reads	
EE0495_asv.776	10	sequence reads	
EE0495_asv.778	10	sequence reads	
EE0495_asv.781	6	sequence reads	
EE0495_asv.785	5	sequence reads	
EE0495_asv.786	1	sequence reads	
EE0495_asv.787	2	sequence reads	
EE0495_asv.788	8	sequence reads	
EE0495_asv.791	5	sequence reads	
EE0495_asv.792	30	sequence reads	
EE0495_asv.793	784	sequence reads	
EE0495_asv.794	13	sequence reads	
EE0495_asv.796	61	sequence reads	
EE0495_asv.797	22	sequence reads	
EE0495_asv.799	35	sequence reads	
EE0495_asv.800	70	sequence reads	
EE0495_asv.801	18	sequence reads	
EE0495_asv.803	7	sequence reads	
EE0495_asv.805	69	sequence reads	
EE0495_asv.807	3	sequence reads	
EE0495_asv.809	139	sequence reads	
EE0495_asv.810	25	sequence reads	
EE0495_asv.812	13	sequence reads	
EE0495_asv.814	805	sequence reads	
EE0495_asv.817	803	sequence reads	
EE0495_asv.818	4	sequence reads	
EE0495_asv.819	20	sequence reads	
EE0495_asv.820	51	sequence reads	
EE0495_asv.821	23	sequence reads	
EE0495_asv.822	29	sequence reads	
EE0495_asv.823	5	sequence reads	
EE0495_asv.824	1	sequence reads	
EE0495_asv.826	4	sequence reads	
EE0495_asv.828	26	sequence reads	
EE0495_asv.829	2	sequence reads	
EE0495_asv.830	1	sequence reads	
EE0495_asv.831	6	sequence reads	
EE0495_asv.833	8	sequence reads	
EE0495_asv.835	40	sequence reads	
EE0495_asv.836	5	sequence reads	
EE0495_asv.837	2	sequence reads	
EE0495_asv.839	446	sequence reads	
EE0495_asv.842	4	sequence reads	
EE0495_asv.843	43	sequence reads	
EE0495_asv.844	330	sequence reads	
EE0495_asv.846	51	sequence reads	
EE0495_asv.847	26	sequence reads	
EE0495_asv.848	29	sequence reads	
EE0495_asv.850	1	sequence reads	
EE0495_asv.851	17	sequence reads	
EE0495_asv.852	585	sequence reads	
EE0495_asv.853	64	sequence reads	
EE0495_asv.855	35	sequence reads	
EE0495_asv.856	8	sequence reads	
EE0495_asv.857	54	sequence reads	
EE0495_asv.858	35	sequence reads	
EE0495_asv.861	39	sequence reads	
EE0495_asv.863	52	sequence reads	
EE0495_asv.864	20	sequence reads	
EE0495_asv.865	43	sequence reads	
EE0495_asv.867	431	sequence reads	
EE0495_asv.871	2	sequence reads	
EE0495_asv.872	17	sequence reads	
EE0495_asv.873	2	sequence reads	
EE0495_asv.877	11	sequence reads	
EE0495_asv.878	28	sequence reads	
EE0495_asv.879	47	sequence reads	
EE0495_asv.880	21	sequence reads	
EE0495_asv.882	75	sequence reads	
EE0495_asv.883	2	sequence reads	
EE0495_asv.887	258	sequence reads	
EE0495_asv.892	1	sequence reads	
EE0495_asv.893	27	sequence reads	
EE0495_asv.894	464	sequence reads	
EE0495_asv.899	8	sequence reads	
EE0495_asv.900	15	sequence reads	
EE0495_asv.901	46	sequence reads	
EE0495_asv.903	1	sequence reads	
EE0495_asv.907	77	sequence reads	
EE0495_asv.908	16	sequence reads	
EE0495_asv.909	25	sequence reads	
EE0495_asv.916	6	sequence reads	
EE0495_asv.917	20	sequence reads	
EE0495_asv.918	33	sequence reads	
EE0495_asv.919	1	sequence reads	
EE0495_asv.920	21	sequence reads	
EE0495_asv.923	27	sequence reads	
EE0495_asv.924	56	sequence reads	
EE0495_asv.927	5	sequence reads	
EE0495_asv.929	11	sequence reads	
EE0495_asv.930	35	sequence reads	
EE0495_asv.931	271	sequence reads	
EE0495_asv.932	13	sequence reads	
EE0495_asv.933	3	sequence reads	
EE0495_asv.934	19	sequence reads	
EE0495_asv.937	470	sequence reads	
EE0495_asv.940	9	sequence reads	
EE0495_asv.941	52	sequence reads	
EE0495_asv.942	16	sequence reads	
EE0495_asv.943	28	sequence reads	
EE0495_asv.947	7	sequence reads	
EE0495_asv.948	25	sequence reads	
EE0495_asv.954	597	sequence reads	
EE0495_asv.956	13	sequence reads	
EE0495_asv.960	1	sequence reads	
EE0495_asv.962	4	sequence reads	
EE0495_asv.964	20	sequence reads	
EE0495_asv.965	5	sequence reads	
EE0495_asv.967	14	sequence reads	
EE0495_asv.969	2	sequence reads	
EE0495_asv.971	591	sequence reads	
EE0495_asv.973	112	sequence reads	
EE0495_asv.974	33	sequence reads	
EE0495_asv.975	58	sequence reads	
EE0495_asv.976	51	sequence reads	
EE0495_asv.977	76	sequence reads	
EE0495_asv.978	1	sequence reads	
EE0495_asv.984	26	sequence reads	
EE0495_asv.986	6	sequence reads	
EE0495_asv.990	605	sequence reads	
EE0495_asv.991	16	sequence reads	
EE0495_asv.992	594	sequence reads	
